name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Magicflix,Android|Apps|iOS|Kids|Mobile|Video,1080000,operating,USA,WA,Seattle,Redmond,2,2013-10-21,2014-11-14,2015-03-12
Maginatics,Enterprises|Software|Software Compliance,27000000,acquired,USA,CA,SF Bay Area,Mountain View,2,2010-01-01,2011-07-13,2013-08-20
Magisto,Android|Apps|Curated Web|iOS|iPhone|Video|Video Editing,25000000,operating,USA,CA,SF Bay Area,Menlo Park,4,2011-09-19,2010-05-01,2014-02-21
Magma Flooring,Software,2000000,operating,USA,WI,WI - Other,River Falls,1,2012-07-01,2014-02-06,2014-02-06
Magneceutical Health,Biotechnology|Medical,3890000,operating,USA,FL,Tampa,Clearwater,2,2007-04-05,2011-11-17,2014-05-30
MagneGas Corporation,Biotechnology,5000000,closed,USA,FL,Tampa,Tarpon Springs,1,2007-01-01,2014-03-25,2014-03-25
Magnet Systems Inc.,App Marketing|B2B|Cloud Computing|Cloud Management|Mobile|Mobile Commerce|Sales and Marketing,59767166,operating,USA,CA,SF Bay Area,Palo Alto,2,2008-01-01,2011-04-27,2012-08-20
Magnetecs,Health Care,16037067,operating,USA,CA,Los Angeles,Inglewood,6,2003-01-01,2009-12-30,2015-09-04
Magnetic,Ad Targeting|Advertising,40250000,operating,USA,NY,New York City,New York,4,2008-01-01,2009-03-16,2015-05-21
Magneto-Inertial Fusion Technologies,Alternative Medicine|Energy|Innovation Engineering,200000,operating,USA,CA,"Orange County, California",Tustin,1,2008-12-01,2014-02-23,2014-02-23
Waywire Networks,Curated Web|Video,4584180,operating,USA,NY,New York City,New York,8,2006-01-01,2007-02-01,2013-06-21
magnify360,Ad Targeting|Advertising|CRM|Lead Generation|Optimization|Personalization,2500000,operating,USA,CA,Los Angeles,Los Angeles,1,2005-01-01,2008-08-12,2008-08-12
Magnises,Finance|Payments,1500000,operating,USA,NY,New York City,New York,1,2014-01-01,2014-01-01,2014-01-01
Magnolia Broadband,Semiconductors,30353274,operating,USA,NJ,Newark,Englewood,4,2000-01-01,2006-01-24,2013-07-08
Magnolia Medical Technologies,Hardware + Software,8913098,operating,USA,WA,Seattle,Seattle,3,2011-01-01,2011-12-21,2015-06-03
Magnum Semiconductor,Semiconductors,70273798,operating,USA,CA,SF Bay Area,Milpitas,4,2005-01-01,2007-05-10,2012-06-15
Magnus Health,Health Care,100000,operating,USA,NC,Raleigh,Raleigh,2,2006-01-01,2006-01-01,2008-01-01
Magnus Innovation,Communities|E-Commerce|Manufacturing|Outdoors|Recreation|Retail|Sporting Goods,148000,operating,USA,TX,Austin,Austin,5,2013-07-15,2014-08-15,2015-07-08
MagTag,Fashion|Lifestyle|Price Comparison|Social Commerce,50000,operating,USA,CA,Anaheim,Irvine,1,2013-01-05,2013-10-31,2013-10-31
Magzter,Mobile|News,13000000,operating,USA,NY,New York City,New York,2,2011-06-01,2012-02-01,2013-12-11
Mahalo,Search,21000000,operating,USA,CA,Los Angeles,Culver City,2,2007-03-01,2006-01-01,2007-01-01
Mahoot Games,E-Commerce|Social Games,100000,operating,USA,CA,SF Bay Area,Burlingame,2,2011-03-01,2011-01-01,2011-06-24
Maiden Media Group,Advertising|Creative|Design|Facebook Applications|Graphics|Media|Photo Editing|Social Media|Software|Twitter Applications|Video Streaming|Web Design,400000,closed,USA,PA,Philadelphia,Philadelphia,1,2010-10-12,2011-03-12,2011-03-12
Mail.com Media Corporation,Curated Web|Email|Media,35000000,closed,USA,CA,Los Angeles,Los Angeles,1,2004-01-01,2008-10-21,2008-10-21
MailFrontier,Messaging,11500000,acquired,USA,CA,SF Bay Area,Palo Alto,2,2002-01-01,2003-08-19,2006-02-13
Mailgun,Email|Messaging|Services,1100000,acquired,USA,CA,SF Bay Area,Mountain View,2,2010-02-07,2010-01-01,2011-05-13
MailLift,Marketing Automation|Postal and Courier Services|SaaS|Software,290000,operating,USA,TX,Austin,Austin,4,2013-01-16,2013-05-31,2014-06-18
MailPix,Mobile Commerce|Photography|Printing|Social Commerce,1050000,operating,USA,CA,Anaheim,Huntington Beach,1,2012-02-01,2013-01-24,2013-01-24
MailTime,Email|Messaging,3091250,operating,USA,CA,SF Bay Area,San Francisco,4,2013-03-20,2013-09-30,2015-05-27
Main Street Genome,Big Data|Finance Technology|Small and Medium Businesses,2250000,acquired,USA,DC,"Washington, D.C.",Washington,1,2013-01-01,2013-08-23,2013-08-23
Main Street Hub,CRM|Email Marketing|Local Businesses|Marketing Automation|Reviews and Recommendations|Small and Medium Businesses,66000000,operating,USA,TX,Austin,Austin,6,2010-01-01,2011-10-01,2015-07-16
Main Street Stark,Automotive|Consulting|Incubators|Startups,1000,operating,USA,OH,Akron - Canton,Massillon,1,2010-09-06,2010-11-06,2010-11-06
Maine Maritime Academy,Education,2814100,operating,USA,ME,ME - Other,Castine,2,1941-03-21,2013-10-17,2013-10-17
Frame,Cloud Computing|Virtualization,12500000,operating,USA,CA,SF Bay Area,San Mateo,3,2012-01-01,2013-04-12,2015-06-23
Mainstream Data,Software,600000,operating,USA,UT,Salt Lake City,Salt Lake City,1,1985-01-01,2009-09-22,2009-09-22
Mainstream Energy,Clean Technology,40000000,operating,USA,CA,San Luis Obispo,San Luis Obispo,1,1997-11-17,2008-04-15,2008-04-15
The Daily Voice,News,10970000,operating,USA,NY,New York City,New York,2,2010-01-01,2010-06-01,2011-11-01
MaintenanceNet,Business Services|Data Visualization|SaaS|Sales Automation|Software,12000000,acquired,USA,CA,San Diego,Carlsbad,1,2004-01-01,2014-02-19,2014-02-19
Maiyet,Fashion,38950545,operating,USA,NY,New York City,New York,2,2011-01-01,2014-11-13,2015-10-26
Maj.io,Human Resources|Recruiting,1412665.79004266,operating,USA,NY,New York City,New York,5,2014-01-29,2014-03-01,2015-06-01
Majeska & Associates,Software,2400000,operating,USA,OK,Tulsa,Tulsa,1,2010-01-01,2010-08-04,2010-08-04
Major League Gaming,Games,69000000,operating,USA,NY,New York City,New York,6,2002-09-30,2006-02-01,2012-03-13
"MajorWeb, LLC",Information Technology|Software|University Students,25000,operating,USA,WI,Milwaukee,Milwaukee,1,2013-08-13,2014-08-22,2014-08-22
Makad Energy,Energy Management|Environmental Innovation,52500,operating,USA,WA,Seattle,Vancouver,1,2009-01-01,2014-03-14,2014-03-14
Makana Solutions,Software,3000000,acquired,USA,NH,"Manchester, New Hampshire",Nashua,1,2004-01-01,2007-05-07,2007-05-07
Makani Power,Clean Technology,5000000,acquired,USA,CA,SF Bay Area,Alameda,1,2006-01-01,2008-08-23,2008-08-23
Make It Work,Computers|Hardware|Hardware + Software|Tech Field Support,1000000,closed,USA,CA,Santa Barbara,Santa Barbara,1,1995-01-01,2005-11-15,2005-11-15
Make Meaning,E-Commerce,15809261,operating,USA,NY,New York City,New York,2,2011-01-01,2011-11-18,2014-06-29
Make YES! Happen,Games,400000,operating,USA,FL,Tampa,Lakeland,1,2011-01-01,2012-09-24,2012-09-24
makeena,Apps|E-Commerce|Incentives|Internet|Mobile,176455,operating,USA,CO,Denver,Boulder,3,2013-01-01,2013-07-07,2014-07-01
Makemoji,Advertising|Design|Internet|Social Media,1000000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-10-01,2014-09-19,2014-09-19
Makeover Solutions,Advertising,12223336,closed,USA,NY,New York City,New York,4,2007-01-01,2007-11-01,2011-10-21
Maker Media,DIY|E-Commerce|Events|Media,10000000,operating,USA,CA,Napa Valley,Sebastopol,2,2013-01-01,2013-04-01,2015-06-09
Maker Studios,Games,66000000,acquired,USA,CA,Los Angeles,Culver City,4,2009-01-01,2010-12-01,2013-09-12
MakerCraft,Apps|Design|Jewelry,25000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2011-06-01,2011-10-26,2011-10-26
Maker's Row,Manufacturing|Marketplaces|Software,1000000,operating,USA,NY,New York City,Brooklyn,2,2012-11-01,2013-07-19,2015-03-10
MakersKit,Digital Media|DIY|E-Commerce|Lifestyle|Retail|Wholesale,1500000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-02-15,2014-07-01,2014-07-01
makerSQR,Collaboration|Curated Web,220000,operating,USA,CA,SF Bay Area,Palo Alto,1,2013-01-01,2013-05-01,2013-05-01
Makesmith Accessible Technology,3D|Consumer Electronics|DIY,82200,operating,USA,CA,SF Bay Area,Santa Cruz,1,2014-01-01,2014-06-09,2014-06-09
MakeSpace,Commercial Real Estate|E-Commerce|Storage|Subscription Businesses,10100000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-09-26,2014-04-30
MakeTime,E-Commerce|Manufacturing|Marketplaces,3850000,operating,USA,KY,Lexington,Lexington,2,2014-11-01,2014-07-01,2015-06-30
MakInnovations,Hardware + Software,10000,operating,USA,NM,Roswell,Ruidoso Downs,1,2010-01-01,2012-02-21,2012-02-21
MAKO Surgical,Biotechnology|Medical Devices,70100000,acquired,USA,FL,Ft. Lauderdale,Fort Lauderdale,3,2004-01-01,2007-02-06,2008-10-31
MakuCell,Biotechnology,1668447,closed,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2012-10-09,2012-10-09
Malauzai Software,Software,24054998,operating,USA,TX,Austin,Austin,5,2009-01-01,2011-02-28,2015-07-15
Malcovery Security,Security,4575400,acquired,USA,PA,Pittsburgh,Bethel Park,2,2012-01-01,2013-02-21,2014-04-15
Malhar,Enterprise Software,8749995,operating,USA,CA,SF Bay Area,Sunnyvale,2,2012-01-01,2012-05-29,2013-05-10
Mall Media,Advertising|Retail Technology|Sales and Marketing,80000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2014-11-14,2014-11-13,2015-01-12
Cartera Commerce,Advertising|Banking|Credit Cards|Discounts|Incentives|Shopping,38800000,operating,USA,MA,Boston,Lexington,9,2005-01-01,2005-08-01,2012-03-01
Mallinda LLC,Industrial,405000,operating,USA,CO,Denver,Aurora,4,2014-04-28,2014-06-01,2015-07-01
Malls.Com,Commercial Real Estate|E-Commerce|Franchises|Retail,500000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-09-09,2014-02-01,2014-02-01
Malwarebytes,Software,30000000,operating,USA,CA,SF Bay Area,San Jose,1,2008-01-01,2014-07-10,2014-07-10
MamaBear App,Apps|Families|Gps|iPhone|Location Based Services|Mobile|Mobile Emergency&Health|Parenting|Social Media|Tracking,2100000,operating,USA,FL,Tampa,Tampa,2,2012-08-01,2012-02-24,2014-07-15
Mamapedia,Social Media,4600000,acquired,USA,VA,Alexandria,Alexandria,1,2004-01-01,2005-12-01,2005-12-01
Mamaya,E-Commerce|Social Media Advertising,20000,operating,USA,CA,SF Bay Area,Palo Alto,1,2014-02-14,2014-04-02,2014-04-02
Mammoth,Collaboration|Curated Web|File Sharing|Internet|Messaging|Productivity Software,62000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2015-01-20,2015-01-20
Mammotome,Manufacturing,14000000,operating,USA,OH,Cincinnati,Cincinnati,1,1959-01-01,2010-07-08,2010-07-08
Man Cave Giant,E-Commerce,2000,operating,USA,VA,VA - Other,Winchester,1,2014-11-10,2015-01-06,2015-01-06
Managed by Q,Bridging Online and Offline|Commercial Real Estate,17425000,operating,USA,NY,New York City,New York,3,2013-12-01,2014-08-11,2015-06-18
ManagedMethods,Cloud Security|Software,4362916,operating,USA,CO,Denver,Boulder,3,2013-01-01,2012-08-23,2014-10-21
ManageIQ,Cloud Management|Software,5400000,acquired,USA,NJ,Newark,Mahwah,3,2006-04-28,2009-08-06,2012-10-09
Zenoti,Enterprise Software|Mobile|SaaS|Software,6000000,operating,USA,WA,Seattle,Mercer Island,1,2010-01-01,2015-07-27,2015-07-27
Mandiant,Security,70000000,acquired,USA,VA,Alexandria,Alexandria,1,2004-01-01,2011-07-22,2011-07-22
Mandoyo,E-Commerce|Marketplaces|Professional Services|Small and Medium Businesses,700000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-07-10,2013-08-30
Mangia,Mobile,1322411,closed,USA,UT,Salt Lake City,Salt Lake City,2,2008-01-01,2009-03-10,2010-10-26
Mango Health,Games|Health and Wellness|Mobile,8300000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-02-01,2012-07-31,2014-05-21
Mango-Mate,Hardware + Software,6000000,operating,USA,CT,Hartford,Norwalk,1,1997-01-01,2007-02-27,2007-02-27
Mango Reservations,SaaS|Software,20000,closed,USA,TN,Nashville,Nashville,1,2010-01-01,2010-03-01,2010-03-01
Mangrove Systems,Web Hosting,33000000,operating,USA,CT,Hartford,Wallingford,2,2002-01-01,2003-04-17,2006-08-11
Mangstor,Web Hosting,14199999,operating,USA,TX,Austin,Austin,2,2011-01-01,2013-07-05,2015-09-17
Manhattan Labs,Health and Wellness,3700000,operating,USA,NY,New York City,New York,1,2008-01-01,2013-01-22,2013-01-22
Manhattan Scientifics,Health and Wellness,2300000,operating,USA,NY,New York City,New York,2,1992-01-01,2012-02-07,2014-11-21
maniaTV,Entertainment|Games|Media|Video|Video Streaming,24100000,operating,USA,CA,Los Angeles,West Hollywood,4,2004-01-01,2004-10-01,2008-03-05
Manicube,Consulting,5000000,acquired,USA,NY,New York City,New York,1,2012-01-01,2014-04-14,2014-04-14
Manifest,Mobile|Social Media,100000,operating,USA,MO,MO - Other,Moscow Mills,1,2012-01-15,2012-01-15,2012-01-15
Manifest Digital,Consulting,15000000,operating,USA,IL,Chicago,Chicago,2,2001-01-01,2009-01-26,2014-09-30
Manifest,Advertising|E-Commerce|Facebook Applications|Personalization|Product Search|Social Media,3000000,operating,USA,CA,SF Bay Area,San Francisco,4,2011-07-01,2011-11-01,2014-07-31
Manpacks,E-Commerce|Retail|Subscription Businesses,500000,operating,USA,RI,Providence,Providence,1,2010-01-01,2011-08-01,2011-08-01
Manta,Curated Web|Professional Networking|Software,91204041,operating,USA,OH,"Columbus, Ohio",Columbus,3,2005-09-01,2011-01-04,2012-04-06
Mantara,Software,57794854,acquired,USA,NY,New York City,New York,6,2003-07-25,2007-09-28,2012-07-17
Mantis Digital Arts,Android|Education|iOS|Mobile Games|Video Games,25000,operating,USA,SD,SD - Other,Brookings,1,2013-09-01,2013-10-01,2013-10-01
"Mantrii, Inc.",Advertising Platforms|Mobile Advertising|Mobile Enterprise,600000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-07-01,2012-11-01,2012-11-01
ManyWho,Cloud Computing|Information Services|Information Technology|Mobile,1276115,operating,USA,CA,SF Bay Area,San Francisco,2,2013-05-01,2013-09-01,2014-07-01
Manzama,Enterprise Software|Financial Services|FinTech|Legal|Professional Services,1500000,operating,USA,OR,Eugene,Bend,2,2010-01-01,2010-10-01,2014-07-17
Map Decisions,Software,13200,operating,USA,PA,Allentown,Bethlehem,1,2012-05-15,2013-08-09,2013-08-09
MAP Pharmaceuticals,Biotechnology|Medical|Pharmaceuticals,50000000,acquired,USA,CA,SF Bay Area,Mountain View,1,2003-01-01,2007-03-28,2007-03-28
"map2app, Inc.",Android|Apps|Collaboration|iPhone|Mobile|Software,100000,acquired,USA,CA,SF Bay Area,San Francisco,2,2012-04-01,2012-12-10,2013-03-01
Mapbox,Design|Enterprise Software|Geospatial|Maps|Open Source,63175000,operating,USA,DC,"Washington, D.C.",Washington,3,2010-01-01,2012-09-21,2015-06-17
MapD,Big Data Analytics|Databases|Data Visualization,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-09-01,2014-10-14,2014-10-14
MapHazardly,Art|Custom Retail|Maps,13200,operating,USA,OR,"Portland, Oregon",Portland,1,2012-09-01,2012-10-24,2012-10-24
Mapistry,Software,20000,operating,USA,CA,SF Bay Area,Oakland,1,2013-01-01,2015-02-02,2015-02-02
MapJam,Big Data|Geospatial|Maps|Search,1720000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-11-19,2013-12-30,2015-08-14
Mapkin,Gps|iPhone|Location Based Services|Navigation,1568000,operating,USA,MA,Boston,Boston,2,2012-03-01,2014-01-01,2014-07-31
Maple Farm Media,Advertising|Email|Network Security|Search|Semantic Search|Social Media,500000,operating,USA,MA,Boston,Boston,1,2012-04-01,2012-04-01,2012-04-01
Maplebear,Education,220164327,operating,USA,CA,SF Bay Area,San Francisco,1,2011-04-01,2015-07-10,2015-07-10
MapMyFitness,Android|Fitness|Health and Wellness|iPhone|Sports,23650000,acquired,USA,CO,Denver,Denver,6,2007-02-08,2007-01-01,2013-06-19
MapMyID,Curated Web|Delivery|E-Commerce|Retail|Shipping|Social Media|Technology,1250000,operating,USA,CA,SF Bay Area,Santa Clara,2,2012-09-01,2013-02-01,2014-04-01
MapR Technologies,Analytics|Big Data|Big Data Analytics|Cloud Computing|Enterprises|Open Source|Software,173999994,operating,USA,CA,SF Bay Area,San Jose,5,2009-01-01,2009-07-22,2014-06-30
Maps InDeed,Public Transportation,150000,closed,USA,VA,"Washington, D.C.",Herndon,1,2010-01-01,2010-05-04,2010-05-04
Mapsense,Geospatial|Graphics|Maps,2500000,acquired,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2014-01-23,2015-05-27
MapSit Messenger,Software,621641,operating,USA,CA,SF Bay Area,Menlo Park,3,2014-07-24,2014-05-01,2015-06-25
Maptia,Curated Web|Finance|FinTech|Maps|Photography|Travel,140000,operating,USA,WA,Seattle,Seattle,3,2012-01-01,2012-02-06,2012-08-01
MAR Systems,Chemicals|Clean Technology|Services|Water,500000,operating,USA,OH,Cleveland,Cleveland,3,2006-01-01,2007-07-12,2011-01-01
Marakana,Education,200000,acquired,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2007-01-01,2007-01-01
Maraquia,Clean Technology,500000,operating,USA,CA,SF Bay Area,Palo Alto,1,2012-03-17,2012-12-01,2012-12-01
Marathon Patent Group,Intellectual Asset Management|Intellectual Property|Licensing,56500000,ipo,USA,VA,Alexandria,Alexandria,2,2012-11-01,2014-05-11,2015-02-04
Marathon Technologies,Software,27819986,acquired,USA,MA,Boston,Littleton,3,1993-01-01,2004-01-30,2009-08-05
Marble Security,Security,43200001,operating,USA,CA,SF Bay Area,Menlo Park,4,2005-01-01,2006-01-01,2010-05-03
Marc & Spring,Beauty|Consumer Goods|Internet,1000000,operating,USA,NY,New York City,New York,1,2015-02-01,2015-06-17,2015-06-17
MarcoPolo Learning,Apps|Education|Mobile,2000000,operating,USA,NY,New York City,New York,4,2012-09-01,2013-05-31,2015-09-01
Mardil Medical,Hardware + Software,3275000,operating,USA,MN,Minneapolis,Plymouth,2,2001-01-01,2010-11-23,2013-12-31
MarginLeft,Curated Web,13300,closed,USA,MA,Boston,Boston,2,2007-09-01,2007-01-01,2007-09-01
Windspire Energy (fka Mariah Power),Clean Technology,1250000,operating,USA,NV,Reno - Sparks,Reno,3,2005-01-01,2008-02-15,2008-12-08
MarijuanaStocksIndex.com,Consulting,35000,operating,USA,CA,San Diego,San Diego,1,2014-06-04,2014-06-12,2014-06-12
Marilyn Monroe Spas,Fashion,20000000,operating,USA,FL,Orlando,Orlando,1,2012-01-01,2015-08-21,2015-08-21
Marin Software,Advertising|Search Marketing|Technology,100268406,ipo,USA,CA,SF Bay Area,San Francisco,9,2006-04-01,2006-10-05,2013-03-05
Marine Construction Technologies,Media,125000,operating,USA,WA,Seattle,Seattle,1,2012-01-01,2015-04-17,2015-04-17
Marine Drive Mobile,Software,600000,operating,USA,CA,SF Bay Area,San Francisco,1,2007-01-01,2013-11-06,2013-11-06
Marinelayer,E-Commerce,3738941,operating,USA,CA,SF Bay Area,San Francisco,2,2009-03-01,2013-07-23,2014-06-13
Marinus Pharmaceuticals,Biotechnology,52435690,ipo,USA,CT,Hartford,Branford,3,2003-01-01,2009-05-03,2013-01-07
MARIPOSA BIOTECHNOLOGY,Biotechnology,2427823,closed,USA,CA,Anaheim,Irvine,1,2007-01-01,2013-06-18,2013-06-18
Maritime Broadband,Manufacturing,3640000,operating,USA,NY,New York City,Brooklyn,1,2008-01-01,2014-04-28,2014-04-28
Mark Forged,Hardware + Software,1000000,operating,USA,MA,Boston,Waltham,1,2013-01-01,2013-07-01,2013-07-01
Mark One,Consumer Goods|Health and Wellness|Wearables,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-12-24,2014-08-21,2015-06-09
Mark43,Software,12825000,operating,USA,NY,New York City,New York,3,2012-02-01,2013-05-01,2015-08-03
Markerly,Advertising|Enterprise Software,800000,operating,USA,CA,SF Bay Area,Menlo Park,2,2012-04-01,2012-07-31,2014-01-14
MarketFactory,Finance|FinTech|Software|Technology,3695012,operating,USA,NY,New York City,New York,5,2007-07-01,2009-07-01,2014-10-20
Market Force Information,Analytics|Consulting|Market Research,47000000,operating,USA,CO,Denver,Louisville,2,2005-01-01,2007-03-06,2011-09-27
MarketMeSuite,Apps|Facebook Applications|Software|Twitter Applications,2550000,operating,USA,MA,Boston,Cambridge,3,2009-11-01,2011-09-22,2013-09-11
Market Track,Market Research,153000000,operating,USA,IL,Chicago,Chicago,1,1990-01-01,2013-10-25,2013-10-25
Market6,Analytics,5500000,operating,USA,IL,Chicago,Deerfield,1,2002-01-01,2006-06-06,2006-06-06
"Market76, Inc.",Big Data|Big Data Analytics|Enterprise Software|Financial Services|FinTech,849158,operating,USA,NY,New York City,Manhattan,1,2010-01-01,2011-04-07,2011-04-07
MarketArt,Event Management|Software,500000,operating,USA,NY,"Albany, New York",East Greenbush,2,2005-01-01,2009-10-15,2009-12-23
MarketBridge,Analytics|Digital Media|Predictive Analytics|Sales and Marketing,8000000,operating,USA,MD,"Washington, D.C.",Bethesda,2,2000-01-01,2000-01-01,2013-09-01
Marketcetera,Software,4000000,operating,USA,CA,SF Bay Area,San Francisco,1,2006-01-01,2008-06-05,2008-06-05
Marketecture,Analytics|Content|CRM|Internet Marketing|Payments|SaaS|Software|Web Hosting,1473000,operating,USA,UT,Salt Lake City,American Fork,6,2010-03-01,2010-01-01,2013-01-01
Marketfish,Advertising,7575000,closed,USA,WA,Seattle,Seattle,3,2008-07-18,2009-06-30,2011-06-08
Marketforce One,Consulting,1600000,operating,USA,CA,SF Bay Area,Saratoga,1,2008-01-01,2010-04-22,2010-04-22
Marketing Technology Concepts,Software,400000,operating,USA,IL,Chicago,Schaumburg,1,1994-01-01,2014-02-04,2014-02-04
MarketLive,E-Commerce,20000000,acquired,USA,CA,Napa Valley,Petaluma,1,1995-01-01,2008-05-05,2008-05-05
MarketMuse,Analytics|Content|Internet Marketing|Search Marketing,255000,operating,USA,MA,Boston,Cambridge,5,2013-01-01,2013-10-30,2015-09-15
Marketo,Analytics|B2B|Brand Marketing|Lead Generation|Lead Management|Optimization|Software,108400000,ipo,USA,CA,SF Bay Area,San Mateo,6,2006-01-01,2006-10-01,2011-11-16
Marketocracy,Finance,16250000,operating,USA,CA,SF Bay Area,San Mateo,2,2000-01-01,2007-02-19,2012-10-01
MarketPage,E-Commerce|Facebook Applications|Marketplaces|Monetization|Shopping,1000000,closed,USA,CA,SF Bay Area,Santa Clara,1,2012-01-01,2011-08-01,2011-08-01
MarketRiders,Finance|Personal Finance,200000,operating,USA,CA,SF Bay Area,Palo Alto,1,2008-01-15,2008-01-15,2008-01-15
MarketShare,Analytics|Big Data Analytics|Enterprise Software|Marketing Automation|Predictive Analytics|SaaS,96000000,acquired,USA,CA,Los Angeles,Los Angeles,6,2005-01-01,2011-04-14,2015-05-04
MarketSharing,B2B|Consulting|Marketplaces|Network Security|Small and Medium Businesses,1000000,operating,USA,NY,New York City,New York,1,2011-03-01,2011-04-27,2011-04-27
Marketsync,Software,891772,operating,USA,WA,Seattle,Kirkland,4,2005-01-01,2008-09-16,2010-11-18
MarketTools,Software,83000000,acquired,USA,CA,SF Bay Area,San Francisco,2,1997-01-01,2007-01-01,2008-04-04
GlobalView Software,Commodities|Energy,8020000,operating,USA,IL,Chicago,Chicago,2,1994-01-01,2000-07-31,2003-12-04
Marketware,Software,1400000,operating,USA,UT,Salt Lake City,Midvale,1,1986-01-01,2015-01-06,2015-01-06
MarkITx,E-Commerce|Enterprise Software|Technology,7410000,operating,USA,IL,Chicago,Chicago,3,2012-04-01,2012-11-06,2013-12-06
Markley Group,Data Centers,240000000,operating,USA,MA,Boston,Boston,1,2004-01-01,2015-04-23,2015-04-23
MarkLogic,Content|Enterprise Search|Enterprise Software|Web Development,175563361,operating,USA,CA,SF Bay Area,San Carlos,7,2003-01-01,2002-01-01,2015-05-11
MarkMonitor,Enterprise Software,12000000,acquired,USA,CA,SF Bay Area,San Francisco,1,1999-01-01,2006-05-11,2006-05-11
Markr,Apps|Mobile|Social Media,1000000,operating,USA,IL,Chicago,Chicago,1,2013-11-01,2014-03-01,2014-03-01
MarkTend,Identity|Law Enforcement|Legal|SaaS,150000,operating,USA,CA,Sacramento,Sacramento,1,2008-04-01,2008-09-17,2008-09-17
Marlene Funding,Financial Services,75000000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,2013-01-01,2015-07-21,2015-07-21
"MarLytics, LLC",Software,50000,closed,USA,CA,SF Bay Area,San Anselmo,1,2011-01-01,2012-02-27,2012-02-27
Marqeta,Finance Technology|Payments|Transaction Processing,45517900,operating,USA,CA,SF Bay Area,Emeryville,5,2010-01-01,2011-06-14,2015-10-27
Marro.ws,Social Media,20000,closed,USA,MO,St. Louis,Chesterfield,2,2009-05-01,2009-04-01,2009-10-01
Marrone Bio Innovations,Biotechnology|Chemicals,99150000,ipo,USA,CA,Sacramento,Davis,6,2006-01-01,2007-05-02,2015-08-21
Marseille Networks,Consumer Electronics|Displays|Semiconductors|Television,7000000,operating,USA,CA,SF Bay Area,Santa Clara,2,2005-01-01,2009-12-18,2011-04-05
Marshad Technology Group,Advertising|Content|Design|E-Commerce|SEO|Web Design,2000000,operating,USA,NY,New York City,New York,1,1983-01-28,2000-01-01,2000-01-01
Martial Arts for Higher Awareness and Living,Entertainment|Games,5000,operating,USA,NV,Las Vegas,Las Vegas,1,2014-11-05,2014-11-27,2014-11-27
Martini Media,Advertising|Brand Marketing|Consumer Behavior|Promotional,41290000,acquired,USA,CA,SF Bay Area,San Francisco,5,2007-01-01,2008-10-24,2013-08-27
MartMobi Technologies,E-Commerce|Mobile Commerce|Mobile Enterprise,251333,acquired,USA,IL,Chicago,Chicago,3,2013-01-01,2014-01-01,2014-06-01
Marxent,Augmented Reality|Loyalty Programs|Mobile|Retail|Software|Virtualization,2700000,operating,USA,OH,Dayton,Dayton,5,2011-06-01,2011-06-29,2014-05-16
Maryland Energy and Sensor Technologies,Clean Technology,100000,operating,USA,MD,"Washington, D.C.",College Park,1,2009-01-01,2013-01-01,2013-01-01
Mascoma,Clean Technology,175800000,operating,USA,MA,Boston,Boston,5,2005-01-01,2006-11-12,2011-08-19
mascotsecret,Concerts|Events|Online Reservations,570000,operating,USA,OH,Cleveland,Cleveland,3,2012-01-01,2013-04-28,2013-08-07
Mashable,Digital Media|News|Technology,31000000,operating,USA,NY,New York City,New York,3,2005-01-01,2005-01-01,2015-01-28
Mashalot,Software,200000,operating,USA,MN,Minneapolis,Minneapolis,1,2011-01-01,2013-12-22,2013-12-22
Mashape,Cloud Computing|Cloud Data Services|Developer APIs|Enterprise Software,1601000,operating,USA,CA,SF Bay Area,San Francisco,2,2010-01-01,2010-04-01,2011-08-15
Mashed Pixel,Advertising|Hardware|Hardware + Software|iPhone,100000,operating,USA,DC,"Washington, D.C.",Washington,1,2009-10-29,2010-06-24,2010-06-24
Masher Media,Games,475000,operating,USA,CA,Los Angeles,Calabasas,2,2009-01-01,2009-02-01,2009-08-11
Mashery,Analytics|Developer APIs|Enterprises|Enterprise Software|SaaS|Services,34700000,acquired,USA,CA,SF Bay Area,San Francisco,6,2006-05-01,2007-01-01,2012-07-23
